,feature,factor,value,view
1557,POMZP3,Factor1,0.00385434567756233,mRNA
1558,CCT6A,Factor1,0.00252565071311096,mRNA
1559,GIGYF1,Factor1,0.0790426518155221,mRNA
1560,AGBL3,Factor1,0.0206494020171626,mRNA
1561,ZC3HAV1L,Factor1,0.00718070079592446,mRNA
1562,NOM1,Factor1,0.00842002872658086,mRNA
1563,SHROOM2,Factor1,0.389565863404567,mRNA
1564,DENND2A,Factor1,0.267752811648746,mRNA
1565,SYTL5,Factor1,0.201035908708562,mRNA
1566,KDM6A,Factor1,0.000483236274133238,mRNA
1567,SLC16A2,Factor1,0.648395666868644,mRNA
1568,NDUFB11,Factor1,0.00195983499105354,mRNA
1569,ZNF41,Factor1,0.0112549918298704,mRNA
1570,EBP,Factor1,0.151136392224952,mRNA
1571,IL2RG,Factor1,0.381259922423507,mRNA
1572,RADX,Factor1,0.0404042421320792,mRNA
1573,GPC3,Factor1,0.0700264679630371,mRNA
1574,MCPH1,Factor1,0.0811427572200471,mRNA
1575,MAGEA4,Factor1,0.0295318156721878,mRNA
1576,RPL10,Factor1,0.00131523274836053,mRNA
1577,SLC25A37,Factor1,0.161712571637653,mRNA
1578,LACTB2,Factor1,0.118263901674265,mRNA
1579,TERF1,Factor1,0.0193692051183359,mRNA
1580,POLR2K,Factor1,0.0131057718617542,mRNA
1581,VLDLR,Factor1,0.434911679091719,mRNA
1582,HAUS6,Factor1,0.000579000869145019,mRNA
1583,CDKN2B,Factor1,0.00624793140456246,mRNA
1584,CDKN2A,Factor1,0.019358645115793,mRNA
1585,ZCCHC7,Factor1,0.000654149888543976,mRNA
1586,INIP,Factor1,0.0110184914938976,mRNA
1587,SNX30,Factor1,0.0252947163839213,mRNA
1588,GSN,Factor1,0.011211514158923,mRNA
1589,ALAD,Factor1,0.0245937569667149,mRNA
1590,ASTN2,Factor1,0.00787647794975556,mRNA
1591,WDR31,Factor1,0.0357465741981664,mRNA
1592,RPL7A,Factor1,0.00625836371542688,mRNA
1593,SH3GLB2,Factor1,0.0110604818607496,mRNA
1594,LRSAM1,Factor1,0.0088635158752299,mRNA
1595,GPR107,Factor1,0.056077119181961,mRNA
1596,DPH7,Factor1,0.00723023990194182,mRNA
1597,NOTCH1,Factor1,0.0275060470238946,mRNA
1598,CACNA1B,Factor1,0.426134123871453,mRNA
1599,CDHR1,Factor1,0.0640152810691806,mRNA
1600,POLR3A,Factor1,0.0135864258775397,mRNA
1601,CAMK2G,Factor1,0.00237431203710421,mRNA
1602,HTR7,Factor1,0.371009807950962,mRNA
1603,ADD3,Factor1,0.117417645747522,mRNA
1604,PAOX,Factor1,0.133790979562015,mRNA
1605,TAF5,Factor1,0.0028627726245365,mRNA
1606,PPRC1,Factor1,0.000507205996022797,mRNA
1607,PDCD11,Factor1,0.00014052960158516,mRNA
1608,GAS2,Factor1,0.302763574963173,mRNA
1609,EIF3M,Factor1,0.00628819860518486,mRNA
1610,CCDC81,Factor1,0.203209463441275,mRNA
1611,ENDOD1,Factor1,0.122597465463181,mRNA
1612,RPS3,Factor1,0.0153232902714795,mRNA
1613,ZC3H12C,Factor1,0.0999431154534077,mRNA
1614,DRD2,Factor1,0.0893151096412796,mRNA
1615,C11orf52,Factor1,0.479736768630602,mRNA
1616,AASDHPPT,Factor1,0.00412392879737255,mRNA
1617,P4HA3,Factor1,0.399982467182977,mRNA
1618,PLCH2,Factor1,0.339261845492917,mRNA
1619,CCDC15,Factor1,0.0442196014548643,mRNA
1620,ESAM,Factor1,0.272190559662448,mRNA
1621,SIDT2,Factor1,0.0065446158691948,mRNA
1622,TAGLN,Factor1,0.554820620439804,mRNA
1623,JPH2,Factor1,0.499447739855105,mRNA
1624,DUSP15,Factor1,0.0456768331799503,mRNA
1625,COMMD7,Factor1,0.000481266285397332,mRNA
1626,DSN1,Factor1,0.00242856776990548,mRNA
1627,FERMT3,Factor1,0.0253042342883934,mRNA
1628,FAU,Factor1,0.00133552842034345,mRNA
1629,TM7SF2,Factor1,0.0627432949755863,mRNA
1630,HMGA2,Factor1,0.0232862766205737,mRNA
1631,TMCO3,Factor1,0.00112770807812779,mRNA
1632,FAM124A,Factor1,0.33281916679873,mRNA
1633,HNMT,Factor1,0.385984346670842,mRNA
1634,LYPD1,Factor1,0.149932325837774,mRNA
1635,GPM6A,Factor1,0.0998373623213802,mRNA
1636,FREM2,Factor1,0.0149561543228709,mRNA
1637,FOXO1,Factor1,0.00296547505283104,mRNA
1638,CRIM1,Factor1,0.280481602155248,mRNA
1639,RILPL2,Factor1,0.0101785681056036,mRNA
1640,DHX37,Factor1,0.00479378955742928,mRNA
1641,CACNA2D4,Factor1,0.357669760282463,mRNA
1642,DCP1B,Factor1,0.00272281187713531,mRNA
1643,UEVLD,Factor1,0.00253907813985398,mRNA
1644,TMEM86A,Factor1,0.00134417845333866,mRNA
1645,NOPCHAP1,Factor1,0.0881827009905805,mRNA
1646,PLBD2,Factor1,0.109107730695306,mRNA
1647,DLG5,Factor1,0.00201074075900927,mRNA
1648,NEK7,Factor1,0.0643913334075502,mRNA
1649,CDC123,Factor1,0.00375282069911429,mRNA
1650,SCLT1,Factor1,0.108034614723699,mRNA
1651,EDNRA,Factor1,0.343149218726674,mRNA
1652,ASAP2,Factor1,0.00183882462182173,mRNA
1653,FLI1,Factor1,0.320286049118038,mRNA
1654,GUF1,Factor1,0.00635172958039788,mRNA
1655,GFRA1,Factor1,0.442499250234108,mRNA
1656,SCHIP1,Factor1,0.488286460671411,mRNA
1657,KCNE4,Factor1,0.163296375392515,mRNA
1658,CCDC74B,Factor1,0.126779235684546,mRNA
1659,TMEM163,Factor1,0.0448185808169865,mRNA
1660,HSPB8,Factor1,0.109982085067231,mRNA
1661,GEMIN6,Factor1,0.000538293421512644,mRNA
1662,POU4F1,Factor1,0.115898415606519,mRNA
1663,ARL14EP,Factor1,0.000396451368098767,mRNA
1664,PSTPIP2,Factor1,0.0222034084729019,mRNA
1665,ATP5F1A,Factor1,0.0017671753588424,mRNA
1666,HAUS1,Factor1,0.000585000144068271,mRNA
1667,SPOCK1,Factor1,0.510416900847069,mRNA
1668,GUCY1A2,Factor1,0.528395243850025,mRNA
1669,CCDC50,Factor1,0.0186425120232612,mRNA
1670,PFKM,Factor1,0.0107977566832351,mRNA
1671,SPARCL1,Factor1,0.214897100258822,mRNA
1672,SAR1B,Factor1,0.00709250602512956,mRNA
1673,FARP1,Factor1,0.00131019927521066,mRNA
1674,IFIT5,Factor1,0.0147870716170196,mRNA
1675,PRDM8,Factor1,0.0288084525606376,mRNA
1676,HNRNPDL,Factor1,0.00273257709896603,mRNA
1677,MED21,Factor1,0.00382312535073333,mRNA
1678,PLOD2,Factor1,0.336351459495427,mRNA
1679,ADGRA3,Factor1,0.00518086019851953,mRNA
1680,LGI2,Factor1,0.281576875297104,mRNA
1681,CARHSP1,Factor1,0.000510291861957836,mRNA
1682,DAB2,Factor1,0.0870804273038097,mRNA
1683,BMP6,Factor1,0.124412368993178,mRNA
1684,HNRNPU,Factor1,0.000601846289120071,mRNA
1685,TMEM87B,Factor1,0.0743227797577851,mRNA
1686,NR4A2,Factor1,0.157061949093873,mRNA
1687,CCDC148,Factor1,0.0526573268870007,mRNA
1688,PLA2R1,Factor1,0.108846366178928,mRNA
1689,LURAP1L,Factor1,0.0304415628543243,mRNA
1690,C7orf31,Factor1,0.0104371722973373,mRNA
1691,PID1,Factor1,0.357967560922462,mRNA
1692,LGI4,Factor1,0.020100752910408,mRNA
1693,HS3ST3A1,Factor1,0.545789339514852,mRNA
1694,CABYR,Factor1,0.398929313871652,mRNA
1695,ANKRD29,Factor1,0.029795790177635,mRNA
1696,THY1,Factor1,0.535785233272372,mRNA
1697,ABI3BP,Factor1,0.389424389251471,mRNA
1698,ANGPT1,Factor1,0.397700343176114,mRNA
1699,CC2D1B,Factor1,0.059023773502439,mRNA
1700,PDLIM3,Factor1,0.516653298743783,mRNA
1701,NCAM2,Factor1,0.417016636453813,mRNA
1702,ADAMTS1,Factor1,0.867449456435173,mRNA
1703,FLCN,Factor1,0.00521723847299951,mRNA
1704,CXXC1,Factor1,0.000717372554534641,mRNA
1705,PIEZO2,Factor1,0.341223595924238,mRNA
1706,ACSS1,Factor1,0.412238800780657,mRNA
1707,RSPH10B,Factor1,0.114868420475656,mRNA
1708,AZIN1_mRNA,Factor1,0.0278157964790189,mRNA
1709,TRMT44,Factor1,0.00200063729859518,mRNA
1710,GRAMD2B,Factor1,0.0157391502632029,mRNA
1711,DBI,Factor1,0.109850893389718,mRNA
1712,NIFK,Factor1,1.07596925566898e-07,mRNA
1713,OXA1L,Factor1,0.00391707511755635,mRNA
1714,CNOT8,Factor1,0.00165921073797094,mRNA
1715,C9orf85,Factor1,0.0865142802022608,mRNA
1716,FLACC1,Factor1,0.016237442137864,mRNA
1717,FZD7,Factor1,0.215977518280539,mRNA
1718,DEPTOR,Factor1,0.0187602750149613,mRNA
1719,ELMO1,Factor1,0.0341602553836331,mRNA
1720,TMBIM4,Factor1,0.0480498781864514,mRNA
1721,GNA14,Factor1,0.154455435044163,mRNA
1722,DPY19L4,Factor1,0.00208207966171367,mRNA
1723,ADAMTSL3,Factor1,0.320892454565671,mRNA
1724,PCGF6,Factor1,0.0525400217573364,mRNA
1725,SFR1,Factor1,0.00287767475600889,mRNA
1726,SFXN2,Factor1,0.12634326409996,mRNA
1727,SUPV3L1,Factor1,0.000344953326682907,mRNA
1728,EEF1A1,Factor1,9.49645832989239e-05,mRNA
1729,NPTN,Factor1,0.00281757852279515,mRNA
1730,VPS8,Factor1,0.00403148570162436,mRNA
1731,RPUSD3,Factor1,0.00258535800028977,mRNA
1732,SEC13,Factor1,0.128524564400004,mRNA
1733,EXOG,Factor1,0.000611851006725909,mRNA
1734,PAXIP1,Factor1,0.0750237546076492,mRNA
1735,STEAP2,Factor1,0.216911916898978,mRNA
1736,SUSD3,Factor1,0.00404962221432654,mRNA
1737,CACNA1D,Factor1,0.338095699739779,mRNA
1738,ARSL,Factor1,0.238151124421609,mRNA
1739,TSC22D3,Factor1,0.00626432757351599,mRNA
1740,TAB3,Factor1,0.0023150374043143,mRNA
1741,PSMG3_mRNA,Factor1,0.0034572570249978,mRNA
1742,DUSP2,Factor1,0.00894015769082069,mRNA
1743,TPRG1L,Factor1,0.0079603157527444,mRNA
1744,TENT5B,Factor1,0.389846803398584,mRNA
1745,CLSTN2,Factor1,0.227396589287046,mRNA
1746,GPR153,Factor1,0.00614237042504316,mRNA
1747,SHROOM4,Factor1,0.0447399954614526,mRNA
1748,EIF5B,Factor1,0.000259733619803284,mRNA
1749,DYNC1I1,Factor1,0.104060845469535,mRNA
1750,PFKFB1,Factor1,0.00044700932709091,mRNA
1751,PKD1L1,Factor1,0.127966053043646,mRNA
1752,FGF17,Factor1,0.0297970409696976,mRNA
1753,PINK1,Factor1,0.110732202756444,mRNA
1754,ADAMTS4,Factor1,0.393833196235651,mRNA
1755,CCAR2,Factor1,0.0179900050907868,mRNA
1756,CACHD1,Factor1,0.0248502672378703,mRNA
1757,GART,Factor1,0.0011926946751359,mRNA
1758,CSRP1,Factor1,0.00554659847541413,mRNA
1759,RCAN1,Factor1,0.108294151370078,mRNA
1760,CYB5R1,Factor1,0.0067205537045488,mRNA
1761,ALDH4A1,Factor1,0.0280798754923872,mRNA
1762,GPBP1L1,Factor1,0.000891478084527779,mRNA
1763,NAE1,Factor1,0.00115415305250785,mRNA
1764,TMEM69,Factor1,0.000126293460706394,mRNA
1765,ACE,Factor1,0.113475785712764,mRNA
1766,SPON2,Factor1,0.04891273114425,mRNA
1767,LRRC36,Factor1,0.123527528876788,mRNA
1768,TPPP3,Factor1,0.286418869703417,mRNA
1769,ZNF233,Factor1,0.000367475942913278,mRNA
1770,TNFRSF13C,Factor1,0.00189096715067487,mRNA
1771,ARHGAP35,Factor1,0.0224465988365845,mRNA
1772,CALM3,Factor1,0.00707534938495197,mRNA
1773,DFFA,Factor1,0.113676175044793,mRNA
1774,ATAD3B,Factor1,0.000684983516285296,mRNA
1775,FNDC5,Factor1,0.377440433389982,mRNA
1776,ANKLE1,Factor1,0.25974276186319,mRNA
1777,MIX23,Factor1,0.012659168112516,mRNA
1778,VMA21,Factor1,0.0190417271676867,mRNA
1779,TFF1,Factor1,0.564541370148044,mRNA
1780,RRP1B,Factor1,0.000999046910518742,mRNA
1781,LRRC3,Factor1,0.0791622962420649,mRNA
1782,LSS,Factor1,0.00771045516156241,mRNA
1783,CACFD1,Factor1,0.0528358292756123,mRNA
1784,TOR2A,Factor1,0.0889489092111764,mRNA
1785,SHKBP1,Factor1,0.00235711459815999,mRNA
1786,ZER1,Factor1,0.0236006879959367,mRNA
1787,SAFB,Factor1,0.000980461159386497,mRNA
1788,UBE2Q1,Factor1,0.000201352098194914,mRNA
1789,ANO10,Factor1,0.120335170397957,mRNA
1790,FAM189B,Factor1,0.0064189695084292,mRNA
1791,CCDC12,Factor1,0.00706540971221636,mRNA
1792,GPATCH4,Factor1,0.0292492783935957,mRNA
1793,AZGP1,Factor1,0.654198135115611,mRNA
1794,LY6E,Factor1,0.0550194584113862,mRNA
1795,VPS28,Factor1,0.00303711977410736,mRNA
1796,FBXL13,Factor1,0.0558328558892314,mRNA
1797,DVL3,Factor1,0.00437863019302269,mRNA
1798,AP2M1,Factor1,0.0958547339636274,mRNA
1799,ABCF3,Factor1,0.000921708961381575,mRNA
1800,PCYT1A,Factor1,0.00161151207442812,mRNA
1801,THAP8,Factor1,0.156278007016444,mRNA
1802,LRRC56,Factor1,0.226924469414933,mRNA
1803,PGAP3,Factor1,0.0813124089246475,mRNA
1804,IKZF3,Factor1,0.108304671917088,mRNA
1805,CYGB,Factor1,0.357722498443577,mRNA
1806,ITGA5,Factor1,0.644290192507376,mRNA
1807,LSM12,Factor1,0.00124442285321072,mRNA
1808,JOSD2,Factor1,0.00243566488528226,mRNA
1809,SPC24,Factor1,0.0167755310794433,mRNA
1810,ALOX15,Factor1,0.0864015470421166,mRNA
1811,SENP3,Factor1,0.00221054365784232,mRNA
1812,RPL26,Factor1,0.00402503661946415,mRNA
1813,SPSB3,Factor1,0.00595369425203035,mRNA
1814,FLYWCH2,Factor1,0.0273498509030771,mRNA
1815,ZG16B,Factor1,0.49513101863355,mRNA
1816,ADCY9,Factor1,0.0547563686403803,mRNA
1817,STX5,Factor1,0.0724568493656331,mRNA
1818,RPL29,Factor1,0.00388577932096903,mRNA
1819,FGF19,Factor1,0.444803285465355,mRNA
1820,COA7,Factor1,0.00152416803604115,mRNA
1821,MAGOH,Factor1,0.00577595035609051,mRNA
1822,USP24,Factor1,0.0016500012087479,mRNA
1823,NOL9,Factor1,0.00378332119843819,mRNA
1824,KLHL21,Factor1,0.0725360794849935,mRNA
1825,SLC45A1,Factor1,0.289852975330154,mRNA
1826,DRAXIN,Factor1,0.345037214682905,mRNA
1827,LAPTM5,Factor1,0.00686592286800364,mRNA
1828,RBBP4,Factor1,0.00436580268622337,mRNA
1829,CAMK2N1,Factor1,0.336287967094658,mRNA
1830,ALPL,Factor1,0.584713385602471,mRNA
1831,MXRA8,Factor1,0.265114433634007,mRNA
1832,MEGF6,Factor1,0.00711564462822855,mRNA
1833,DIRAS3,Factor1,0.0582127879425147,mRNA
1834,FUBP1,Factor1,0.00296952261179739,mRNA
1835,NEXN,Factor1,0.743453610304432,mRNA
1836,LRRIQ3,Factor1,0.0226277204248679,mRNA
1837,TYW3,Factor1,0.00111208528307894,mRNA
1838,FAM102B,Factor1,0.000725421696220769,mRNA
1839,DNAI3,Factor1,0.00317853396129634,mRNA
1840,GBP2,Factor1,0.0619521465112457,mRNA
1841,ATXN7L2,Factor1,0.0254430198804675,mRNA
1842,PEA15,Factor1,0.21773075402553,mRNA
1843,SNED1,Factor1,0.0501266800168595,mRNA
1844,OXER1,Factor1,0.0846871804164319,mRNA
1845,HAAO,Factor1,0.176294339254421,mRNA
1846,PIGR,Factor1,0.245773343617446,mRNA
1847,OBSCN.AS1,Factor1,0.0359284997420867,mRNA
1848,TRIM17,Factor1,0.0142955832681951,mRNA
1849,CAPN13,Factor1,0.36023824294623,mRNA
1850,DPY30,Factor1,0.00152921511496623,mRNA
1851,SLC66A3,Factor1,0.00366381836771004,mRNA
1852,FRZB,Factor1,0.0617533464334531,mRNA
1853,CFAP36,Factor1,0.0017583447695134,mRNA
1854,SPATA18,Factor1,0.28439826789172,mRNA
1855,NOSTRIN,Factor1,0.499555937103942,mRNA
1856,MSX1,Factor1,0.00754273707798121,mRNA
1857,PACRGL,Factor1,0.00429442411115591,mRNA
1858,BNIPL,Factor1,0.00163792303022458,mRNA
1859,SCNM1,Factor1,0.0288078448008676,mRNA
1860,CDC42EP3,Factor1,0.0226833774653732,mRNA
1861,GNPDA2,Factor1,0.0244803311790273,mRNA
1862,ALPG,Factor1,0.234997673981761,mRNA
1863,ABRAXAS1,Factor1,0.0107616950727638,mRNA
1864,PBXIP1,Factor1,0.028927707120023,mRNA
1865,COL6A3,Factor1,0.556788298808244,mRNA
1866,FSTL1,Factor1,0.784006108000476,mRNA
1867,LMOD1,Factor1,0.421337663817603,mRNA
1868,IGFBP7,Factor1,0.37144614314537,mRNA
1869,CCT3,Factor1,0.00109425411126885,mRNA
1870,HDAC11,Factor1,0.000475034785910713,mRNA
1871,GLB1L,Factor1,0.00638384707777946,mRNA
1872,PRKCI,Factor1,0.000216175122518058,mRNA
1873,RPL22L1,Factor1,0.170076088482615,mRNA
1874,SNHG16,Factor1,0.000597297754088407,mRNA
1875,COX18,Factor1,0.0109949359380974,mRNA
1876,ALB,Factor1,0.046241288392404,mRNA
1877,PSMD6,Factor1,0.00565169432847309,mRNA
1878,PRICKLE2,Factor1,0.387974481973411,mRNA
1879,PPM1K,Factor1,0.0898643161795979,mRNA
1880,RPL9,Factor1,0.00113107811065622,mRNA
1881,SMIM14,Factor1,0.00124218576657377,mRNA
1882,RPP14,Factor1,0.000278376284673404,mRNA
1883,IL17RE,Factor1,0.406844871061834,mRNA
1884,IL17RC,Factor1,0.0844954659468323,mRNA
1885,CRELD1,Factor1,0.0241038764908473,mRNA
1886,PRRT3,Factor1,0.275756518898908,mRNA
1887,MTMR14,Factor1,4.07827676296421e-05,mRNA
1888,TTC14,Factor1,0.00187543222801282,mRNA
1889,CXCL3,Factor1,0.209771300794285,mRNA
1890,MTHFD2L,Factor1,0.0186271383876614,mRNA
1891,HPS3,Factor1,0.0072384568224622,mRNA
1892,TM4SF18,Factor1,0.0235758339098704,mRNA
1893,SPDYA,Factor1,0.0285545343159355,mRNA
1894,WDR43,Factor1,0.012304373201308,mRNA
1895,SLC6A20,Factor1,0.646857516399596,mRNA
1896,YEATS2,Factor1,0.0324854409553841,mRNA
1897,MEAF6,Factor1,0.00514329372788524,mRNA
1898,DNALI1,Factor1,0.0137162903960216,mRNA
1899,TMEM41A,Factor1,0.120509569454378,mRNA
1900,RPN1,Factor1,0.0259087392465065,mRNA
1901,SENP2,Factor1,0.0095983563076485,mRNA
1902,IFT122,Factor1,0.0107857769274173,mRNA
1903,TKT,Factor1,0.0083583493790121,mRNA
1904,PRKCD,Factor1,0.0436066657943869,mRNA
1905,GNL3,Factor1,0.000287518197472904,mRNA
1906,SLBP,Factor1,0.0014826993374304,mRNA
1907,SLC51A,Factor1,0.00903229027638105,mRNA
1908,UBXN7,Factor1,0.00144637065076574,mRNA
1909,RNF168,Factor1,0.00680657705071118,mRNA
1910,PIGX,Factor1,0.00240772375092704,mRNA
1911,ZNF691,Factor1,0.00331727380873402,mRNA
1912,AIMP1,Factor1,0.00156573464759814,mRNA
1913,SLC9B2,Factor1,0.0716495134493793,mRNA
1914,PGRMC2,Factor1,0.121662355913579,mRNA
1915,CDC25A,Factor1,0.0389880702445548,mRNA
1916,ZNF589,Factor1,0.05902191762357,mRNA
1917,CCDC51,Factor1,0.102558048403979,mRNA
1918,SPRY1,Factor1,0.0752251140944428,mRNA
1919,DUSP7,Factor1,0.0869432132572129,mRNA
1920,WDR82,Factor1,0.00182874322265388,mRNA
1921,HMGB2,Factor1,0.000661278730268652,mRNA
1922,NPY1R,Factor1,0.0441430936857607,mRNA
1923,HHIP,Factor1,0.195302677209545,mRNA
1924,ITGA2,Factor1,0.275168661454955,mRNA
1925,F2RL2,Factor1,0.420448966813256,mRNA
1926,PRRC1,Factor1,0.0909978040019874,mRNA
1927,TIGD6,Factor1,0.0958171329521286,mRNA
1928,CMYA5,Factor1,0.0255989881149272,mRNA
1929,CFAP97,Factor1,0.00528219260561098,mRNA
1930,UTP15,Factor1,0.000713653863515223,mRNA
1931,TLR3,Factor1,0.0296545430273312,mRNA
1932,NSA2,Factor1,0.00411329037632517,mRNA
1933,TERT,Factor1,0.089740986137629,mRNA
1934,ACSL6,Factor1,0.296767284006272,mRNA
1935,SEPTIN8,Factor1,0.00147513805847653,mRNA
1936,CITED2,Factor1,0.338468971382174,mRNA
1937,GALNT10,Factor1,0.0158855106357569,mRNA
1938,SAP30L,Factor1,0.000566851459715903,mRNA
1939,STEAP1,Factor1,0.19396205095234,mRNA
1940,ZNF704,Factor1,0.0130458267513643,mRNA
1941,COL1A2,Factor1,0.558377115727687,mRNA
1942,DLC1,Factor1,0.451728876714468,mRNA
1943,PEX2,Factor1,0.00696061416539687,mRNA
1944,SBSPON,Factor1,0.010192319132503,mRNA
1945,EN2,Factor1,0.0618892679255337,mRNA
1946,SPIDR,Factor1,3.83867423056818e-05,mRNA
1947,OXR1,Factor1,0.0132609855309024,mRNA
1948,NOS3,Factor1,0.142491069825147,mRNA
1949,FOXK1,Factor1,0.0020632460384693,mRNA
1950,COX6C,Factor1,0.000945760948780131,mRNA
1951,TP53INP1,Factor1,0.00057190333500162,mRNA
1952,PDP1,Factor1,0.00270482839282507,mRNA
1953,FAM219A,Factor1,0.11726049387486,mRNA
1954,MYORG,Factor1,0.22571535800708,mRNA
1955,CCDC171,Factor1,0.00156700238863196,mRNA
1956,FXN,Factor1,0.0947550756786148,mRNA
1957,MAMDC2,Factor1,0.243487156416935,mRNA
1958,RASEF,Factor1,0.295706860135034,mRNA
1959,TRPV6,Factor1,0.115152547373009,mRNA
1960,FBP1,Factor1,0.671591232305139,mRNA
1961,STRBP,Factor1,0.0856749785709757,mRNA
1962,NOL6,Factor1,0.00132838334433601,mRNA
1963,AQP3,Factor1,0.583811158547203,mRNA
1964,FAT3,Factor1,0.428099763273241,mRNA
1965,SPTSSA,Factor1,0.00230806020038498,mRNA
1966,CRYL1,Factor1,0.292132874365958,mRNA
1967,DNAAF2,Factor1,0.00802920951585329,mRNA
1968,DEPP1,Factor1,0.0793570751233508,mRNA
1969,NEMF,Factor1,0.000243656980367293,mRNA
1970,TMEM63C,Factor1,0.118073756732317,mRNA
1971,KBTBD6,Factor1,0.00334897529217755,mRNA
1972,SNAPC4,Factor1,0.0156484664699744,mRNA
1973,ENTR1,Factor1,0.0520827849105697,mRNA
1974,ZMYND19,Factor1,0.0304351789680399,mRNA
1975,RET,Factor1,0.0257500571572004,mRNA
1976,DDX21,Factor1,0.00373061241387894,mRNA
1977,BMS1,Factor1,0.0218861558824813,mRNA
1978,NSMF,Factor1,0.0571495438187206,mRNA
1979,TRUB1,Factor1,0.0034215891414704,mRNA
1980,ZFYVE1,Factor1,0.136920062551923,mRNA
1981,SLC39A13,Factor1,0.147616497762441,mRNA
1982,TAF1D,Factor1,0.00846492130534812,mRNA
1983,RPUSD2,Factor1,0.0427960953357759,mRNA
1984,ZFYVE19,Factor1,0.0638663216462407,mRNA
1985,FBN1,Factor1,0.741951008815742,mRNA
1986,DEPDC4,Factor1,0.0116273862662285,mRNA
1987,API5,Factor1,0.00978123518748094,mRNA
1988,ZNF319_mRNA,Factor1,0.018914551175093,mRNA
1989,NOLC1,Factor1,0.00904034768227128,mRNA
1990,COPS2,Factor1,0.000703786098430249,mRNA
1991,FRS2,Factor1,0.0431267570599305,mRNA
1992,ZNF202,Factor1,0.00812016056862297,mRNA
1993,MYRFL,Factor1,0.0683345176626474,mRNA
1994,C2,Factor1,0.025766532484404,mRNA
1995,SMPD1,Factor1,0.240359043387885,mRNA
1996,ILK,Factor1,0.02832275504559,mRNA
1997,TPP1,Factor1,0.000292281333937417,mRNA
1998,GARRE1,Factor1,0.0605881748158925,mRNA
1999,CRABP1,Factor1,0.112727812211675,mRNA
2000,RPL27A,Factor1,0.0470245005076773,mRNA
2001,PRTG,Factor1,0.614698259557655,mRNA
2002,PKD1L2,Factor1,0.131995920470004,mRNA
2003,MAPK7,Factor1,0.0756132091325677,mRNA
2004,MCM7,Factor1,0.105241759393348,mRNA
2005,TK2,Factor1,0.0220039453509295,mRNA
2006,IQCD,Factor1,0.0342909985345386,mRNA
2007,NDEL1,Factor1,0.100291517736472,mRNA
2008,CENPV,Factor1,0.0991140149295604,mRNA
2009,RRAD,Factor1,0.07026349518403,mRNA
2010,TMPRSS5,Factor1,0.171622829923975,mRNA
2011,SAAL1,Factor1,0.0116673980032968,mRNA
2012,LDHD,Factor1,0.0797829948902953,mRNA
2013,PEX11A,Factor1,0.178981835944709,mRNA
2014,CLPX,Factor1,0.0143101090231978,mRNA
2015,PIP4K2C,Factor1,0.00394668988469672,mRNA
2016,YWHAB,Factor1,0.00222499350196915,mRNA
2017,C15orf48,Factor1,0.0833872854610267,mRNA
2018,RCCD1,Factor1,0.144524512321286,mRNA
2019,AKTIP,Factor1,0.00084886499742759,mRNA
2020,SNRPD1,Factor1,0.00141546308484531,mRNA
2021,TMEM92,Factor1,0.188193512135497,mRNA
2022,FAM102A,Factor1,0.0590686351149246,mRNA
2023,ACSF2,Factor1,0.0177186366515149,mRNA
2024,GOLGA2,Factor1,0.0567552398040292,mRNA
2025,CERCAM,Factor1,0.532475678368834,mRNA
2026,DOLPP1,Factor1,0.00735203864586625,mRNA
2027,ACAA2,Factor1,0.084862644654927,mRNA
2028,JSRP1,Factor1,0.0216031328392349,mRNA
2029,NIBAN3,Factor1,0.0136480682553915,mRNA
2030,GATAD2A,Factor1,0.00182015223538695,mRNA
2031,MVD,Factor1,0.0021916520240226,mRNA
2032,SERTAD3,Factor1,0.11855521464188,mRNA
2033,RAB4B,Factor1,0.000805105413181844,mRNA
2034,GPD1,Factor1,0.416468089466829,mRNA
2035,TTYH1,Factor1,0.0252414388186051,mRNA
2036,TMEM145,Factor1,0.00966351106026524,mRNA
2037,TRAPPC9,Factor1,0.109542881059682,mRNA
2038,SPINT2,Factor1,0.472839756920489,mRNA
2039,YIF1B,Factor1,0.136594272749342,mRNA
2040,PSCA,Factor1,0.118063836480839,mRNA
2041,EEF2,Factor1,0.000504217035149596,mRNA
2042,CHAF1A_mRNA,Factor1,0.00093445548064405,mRNA
2043,SEMA6B,Factor1,0.411805650626868,mRNA
2044,ZNF444,Factor1,0.0195908619636322,mRNA
2045,TLCD3A,Factor1,0.00435709310474635,mRNA
2046,GLOD4,Factor1,0.0141329519138994,mRNA
2047,GPT,Factor1,0.20829052370115,mRNA
2048,KIFC2,Factor1,0.0032226971318154,mRNA
2049,WDR81,Factor1,0.0095672649602445,mRNA
2050,TSR1,Factor1,0.00176997777910768,mRNA
2051,TRPV3,Factor1,0.00251176060203698,mRNA
2052,KLK1,Factor1,0.56180148967982,mRNA
2053,KLK6,Factor1,0.45348766296623,mRNA
2054,RCOR2,Factor1,0.0928996966015444,mRNA
2055,NDUFV1,Factor1,0.00999329968593102,mRNA
2056,SRP68,Factor1,0.00120863432456363,mRNA
2057,FAM234A,Factor1,0.00196728035195487,mRNA
2058,RAB26,Factor1,0.13504013849575,mRNA
2059,VPS37C,Factor1,0.000222008691759986,mRNA
2060,VWCE,Factor1,0.000474386745406648,mRNA
2061,BEST1,Factor1,0.00557377196486733,mRNA
